,age,height_cm,weight_kg,wage_eur,international_reputation,weak_foot,skill_moves,release_clause_eur,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle
1966,29,183,79,55000,1,3,3,12400000.0,12.1145648312611,55.0,68.0,73.0,70.0,70.0,69.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,68,66,65,78,64,69,63,57,74,74,56,54,62,74,69,71,68,73,65,73,73,73,72,74,61,76,70,70,68
16734,19,186,78,5000,1,3,2,455000.0,12.1145648312611,72.0,40.0,47.0,54.0,53.0,66.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,51,39,49,49,35,53,38,32,48,52,66,76,63,52,53,45,66,65,68,38,63,53,49,46,32,48,52,54,53
846,27,182,87,69000,1,4,3,20700000.0,7.0,74.0,63.0,71.0,74.0,74.0,78.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,79,61,71,74,46,74,63,45,69,76,71,76,67,73,68,76,82,92,72,62,75,74,73,66,48,68,71,77,75
2046,27,183,84,32000,1,3,3,13300000.0,13.0,68.0,68.0,74.0,76.0,70.0,75.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,72,66,68,77,68,78,72,64,75,75,69,68,66,75,74,74,74,79,73,68,75,70,74,74,63,74,73,69,67
651,27,184,82,77000,1,3,4,28600000.0,7.0,88.0,79.0,69.0,79.0,38.0,75.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,65,81,68,74,73,81,70,53,64,79,85,90,74,78,74,79,72,76,77,76,69,34,80,74,81,77,33,39,27
1078,25,175,67,50000,2,4,4,21700000.0,12.1145648312611,78.0,67.0,71.0,86.0,27.0,52.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,69,65,35,75,70,90,71,63,62,84,79,78,89,63,83,71,41,67,48,65,47,19,72,75,69,74,16,40,32
7698,19,184,71,12000,1,3,3,4100000.0,12.1145648312611,73.0,53.0,64.0,68.0,54.0,66.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,50,51,41,71,42,66,54,46,67,69,74,73,70,65,72,60,60,73,64,52,66,57,66,68,47,60,54,58,51
1530,28,180,78,53000,1,3,3,12400000.0,12.1145648312611,71.0,60.0,71.0,74.0,75.0,69.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,75,52,65,74,43,75,67,66,64,75,69,73,72,76,69,72,64,74,67,68,70,75,65,69,55,72,76,77,76
1359,26,175,71,34000,1,4,3,19700000.0,12.1145648312611,78.0,69.0,75.0,79.0,50.0,57.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,70,70,49,80,65,80,70,75,76,80,77,79,79,58,78,72,40,68,51,71,63,35,66,74,56,68,58,55,43
603,24,173,66,53000,2,3,3,32600000.0,12.1145648312611,60.0,71.0,85.0,77.0,62.0,64.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,89,69,57,85,51,75,91,89,82,82,66,55,75,74,77,74,66,79,56,73,67,63,71,82,80,79,63,64,60
613,22,181,71,72000,1,5,4,33600000.0,12.1145648312611,84.0,77.0,72.0,81.0,45.0,79.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,72,81,77,76,70,84,74,65,60,80,82,86,78,79,72,82,80,79,77,67,82,35,81,74,73,80,46,44,36
16434,19,180,70,4000,1,3,2,530000.0,12.1145648312611,70.0,36.0,44.0,60.0,55.0,57.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,57,34,47,43,29,65,39,38,32,48,71,70,69,55,60,35,62,56,56,37,57,56,56,43,50,45,54,59,56
2887,26,181,72,33000,1,3,3,9000000.0,12.1145648312611,61.0,48.0,66.0,66.0,73.0,74.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,57,35,58,75,56,65,56,54,66,67,66,57,71,65,70,61,74,78,71,61,77,77,52,63,55,73,74,75,70
3030,32,196,97,41000,2,2,2,4900000.0,12.1145648312611,31.0,36.0,50.0,39.0,74.0,70.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,44,34,80,60,22,30,32,38,49,54,30,31,29,66,27,47,31,31,88,32,84,73,37,46,35,68,72,75,73
1295,22,178,80,49000,1,4,4,24200000.0,12.1145648312611,82.0,73.0,71.0,79.0,42.0,67.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,75,73,44,72,55,80,76,57,67,80,84,81,78,69,74,80,61,79,67,76,55,32,70,68,44,73,35,52,47
15978,20,176,71,6000,1,3,2,707000.0,12.1145648312611,66.0,43.0,57.0,56.0,51.0,59.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,40,38,52,66,37,51,51,50,62,59,67,66,68,61,66,55,61,58,60,43,55,51,40,59,49,48,45,56,57
5682,20,180,70,15000,1,3,3,4700000.0,12.1145648312611,71.0,48.0,57.0,65.0,69.0,71.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,64,42,56,61,34,66,43,41,55,65,73,70,61,67,67,58,52,74,69,53,77,66,57,53,41,61,70,74,66
2325,26,181,74,53000,1,3,3,11900000.0,12.1145648312611,92.0,51.0,66.0,73.0,69.0,69.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,72,47,52,73,51,74,64,42,60,69,93,92,77,72,76,58,62,77,65,46,73,69,65,60,61,63,72,71,72
630,25,185,88,110000,2,5,4,31600000.0,23.0,76.0,79.0,58.0,78.0,33.0,72.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,65,81,75,63,82,78,66,46,36,80,77,75,75,79,76,81,80,65,78,74,63,23,83,62,67,81,37,26,22
17128,19,175,67,5000,1,3,2,404000.0,12.1145648312611,67.0,29.0,44.0,55.0,52.0,52.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,52,23,41,44,30,55,47,39,40,48,68,67,68,57,75,32,64,53,50,30,54,49,48,37,39,36,50,57,56
1788,25,177,82,31000,2,4,3,4740717.432273263,12.1145648312611,74.0,62.0,76.0,76.0,71.0,76.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,83,54,67,74,53,78,84,63,71,77,75,73,67,73,76,78,77,73,78,68,73,70,68,77,46,71,71,72,72
15049,22,185,72,7000,1,3,3,630000.0,12.1145648312611,63.0,59.0,48.0,58.0,23.0,58.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,36,62,59,53,49,59,50,43,44,57,65,62,57,57,65,58,63,61,63,55,40,15,55,55,61,49,21,18,24
185,26,180,66,89000,2,3,5,63200000.0,9.0,91.0,76.0,72.0,88.0,27.0,74.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,78,78,47,75,64,90,57,51,65,87,88,93,87,77,81,81,58,76,74,70,73,23,78,76,66,81,22,29,28
555,28,188,81,99000,3,4,3,29500000.0,9.0,78.0,78.0,71.0,75.0,47.0,79.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,70,80,81,74,77,77,73,45,71,76,73,82,72,78,49,80,69,82,78,69,80,52,83,72,90,78,50,36,28
10013,21,188,75,11000,1,2,3,2000000.0,12.1145648312611,69.0,59.0,51.0,68.0,41.0,73.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,45,61,65,56,48,72,45,37,40,61,66,71,68,54,75,62,68,67,79,55,68,44,68,59,47,52,44,34,23
8161,25,181,74,11000,1,5,2,2000000.0,12.1145648312611,65.0,58.0,64.0,62.0,68.0,71.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,52,55,52,70,48,57,67,54,69,68,66,64,68,62,58,66,58,78,66,64,78,69,54,65,46,67,70,68,72
643,26,182,76,81000,2,3,3,26000000.0,4.0,73.0,58.0,75.0,75.0,78.0,74.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,78,58,66,79,48,75,72,48,70,78,74,73,68,78,68,65,74,84,69,52,76,79,64,75,54,74,78,82,80
9163,24,183,81,13000,1,3,3,1700000.0,12.1145648312611,66.0,56.0,65.0,69.0,62.0,71.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,59,55,66,70,42,67,54,51,70,70,66,66,77,57,74,66,63,66,74,53,73,67,53,65,51,65,56,64,63
188,25,190,82,120000,1,2,3,63200000.0,12.1145648312611,72.0,81.0,62.0,76.0,51.0,82.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,40,85,86,76,82,76,57,46,45,80,68,76,68,84,53,81,80,72,89,67,76,36,84,75,91,82,39,61,55
889,30,192,74,51000,2,3,2,16200000.0,12.1145648312611,41.0,32.0,57.0,54.0,80.0,75.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,45,29,78,70,28,50,33,31,60,59,37,44,47,76,48,40,76,64,79,29,80,78,38,54,43,74,81,80,78
313,27,169,72,120000,3,4,5,42600000.0,23.0,80.0,77.0,81.0,85.0,46.0,69.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,79,71,45,82,76,86,88,84,81,84,83,77,83,80,91,87,51,73,71,84,61,55,74,81,65,82,35,49,48
1756,24,185,76,42000,1,3,3,15800000.0,12.1145648312611,64.0,61.0,70.0,74.0,72.0,71.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,58,55,71,78,53,74,51,38,77,78,60,68,68,70,65,75,69,67,73,67,73,72,60,76,49,68,69,75,73
416,22,176,72,76000,2,5,4,43100000.0,8.0,63.0,78.0,82.0,78.0,68.0,67.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,82,73,59,84,78,78,85,75,81,81,65,61,69,75,77,86,63,72,63,84,70,69,79,82,72,83,66,73,68
1423,36,180,87,22000,2,3,2,3100000.0,12.1145648312611,46.0,44.0,57.0,52.0,77.0,65.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,53,30,77,70,44,49,55,31,66,60,40,51,32,72,61,64,78,30,76,54,78,75,48,39,55,76,77,77,76
1003,23,175,68,47000,1,3,4,27300000.0,12.1145648312611,75.0,66.0,74.0,80.0,41.0,59.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,69,62,36,78,72,80,72,65,71,81,76,74,85,68,82,67,34,69,61,72,48,43,71,78,58,77,43,41,39
14819,22,195,80,8000,1,4,2,947000.0,12.1145648312611,64.0,41.0,52.0,60.0,56.0,69.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,54,36,56,57,32,59,41,39,52,63,63,65,59,58,52,51,62,63,75,43,61,55,48,47,48,56,54,58,56
828,27,193,76,46000,1,3,2,21700000.0,4.0,47.0,45.0,51.0,48.0,78.0,80.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,38,41,83,62,30,45,37,33,64,56,46,47,32,77,35,55,89,63,85,49,85,78,49,44,45,67,78,78,75
40,25,189,85,195000,2,3,2,108800000.0,12.1145648312611,64.0,50.0,71.0,68.0,88.0,82.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,58,45,86,81,40,63,61,69,80,77,61,66,59,87,60,68,78,78,85,47,79,87,54,65,44,85,88,89,88
159,23,177,68,105000,1,3,4,4740717.432273263,20.0,77.0,78.0,82.0,85.0,65.0,72.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,78,80,57,83,69,85,82,71,83,86,76,78,83,82,79,82,63,79,70,76,72,71,79,85,65,81,61,67,62
133,31,186,85,115000,3,2,2,43700000.0,19.0,72.0,51.0,52.0,60.0,84.0,83.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,47,44,85,65,46,58,29,35,54,60,66,76,54,81,64,77,86,69,87,48,88,76,49,45,24,81,85,86,86
894,31,175,73,82000,3,3,3,18100000.0,14.0,70.0,77.0,64.0,75.0,31.0,59.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,64,83,78,65,72,72,67,52,56,77,75,66,75,80,78,75,83,65,53,66,59,26,85,70,74,79,21,29,25
688,30,177,77,76000,2,3,3,19000000.0,2.0,74.0,65.0,73.0,77.0,79.0,71.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,79,61,69,78,64,77,65,53,69,78,75,73,73,78,74,75,71,77,65,66,80,79,72,70,55,82,78,82,80
1369,25,179,70,57000,1,2,4,16800000.0,12.1145648312611,86.0,63.0,72.0,81.0,70.0,70.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,76,55,61,74,61,83,71,48,70,79,85,86,77,74,79,75,70,78,68,71,65,69,65,71,49,74,66,75,74
6631,20,191,70,14000,1,3,3,4600000.0,12.1145648312611,77.0,35.0,58.0,67.0,65.0,71.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,63,30,60,64,35,67,44,42,53,69,76,77,65,61,66,44,60,73,74,30,65,64,59,55,45,67,66,68,64
9286,26,173,70,10000,1,3,3,1700000.0,12.1145648312611,73.0,55.0,64.0,68.0,55.0,59.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,58,54,40,67,61,67,69,62,62,66,78,68,75,59,78,59,33,70,48,52,77,57,62,66,53,59,54,58,55
1261,22,178,78,52000,1,3,3,23100000.0,19.0,88.0,59.0,70.0,74.0,71.0,81.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,74,52,59,72,27,75,72,56,66,73,87,89,76,72,77,79,80,89,76,66,82,71,64,70,36,74,72,73,74
14659,18,171,63,6000,1,3,4,1100000.0,12.1145648312611,73.0,55.0,53.0,66.0,32.0,46.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,62,58,50,51,53,65,50,59,45,61,75,71,82,50,84,59,48,60,44,43,35,25,55,53,58,48,29,33,29
454,25,177,73,78000,3,4,4,37500000.0,12.1145648312611,88.0,73.0,75.0,87.0,30.0,56.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,75,74,40,78,70,89,84,77,62,86,89,88,93,75,77,75,70,70,54,68,40,25,78,77,77,77,34,30,22
239,22,175,73,140000,2,3,4,63600000.0,12.1145648312611,85.0,80.0,72.0,86.0,39.0,71.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,66,84,75,76,72,86,76,54,66,85,87,83,90,85,90,78,78,83,63,73,73,32,86,77,78,81,53,23,19
1401,26,178,73,53000,1,3,3,17800000.0,12.1145648312611,75.0,74.0,64.0,76.0,32.0,66.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,62,76,75,69,66,77,57,36,61,76,76,75,74,74,77,74,79,66,67,67,60,39,78,68,79,70,22,24,27
10269,23,173,66,11000,1,3,3,1600000.0,12.1145648312611,71.0,61.0,60.0,70.0,38.0,52.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,62,62,51,61,54,70,57,60,53,72,73,69,72,54,79,60,45,53,56,62,41,28,60,64,52,57,35,42,40
2395,32,165,63,30000,2,3,3,8300000.0,12.1145648312611,79.0,63.0,69.0,79.0,49.0,58.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,72,63,28,72,68,78,63,55,61,77,80,78,82,74,90,64,66,64,54,57,57,52,73,73,62,75,56,50,43
12167,18,183,75,5000,1,3,2,2100000.0,12.1145648312611,63.0,54.0,61.0,58.0,61.0,60.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,53,51,53,65,50,56,54,50,63,60,66,61,64,62,59,58,57,57,61,57,64,60,53,63,64,65,63,63,59
936,29,178,82,79000,2,3,4,19000000.0,12.1145648312611,85.0,72.0,73.0,78.0,56.0,82.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,75,72,84,75,64,79,66,60,72,76,82,87,83,76,76,75,91,74,85,70,82,45,76,74,73,70,54,56,53
13142,20,190,70,6000,1,3,2,1700000.0,12.1145648312611,60.0,58.0,57.0,61.0,43.0,64.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,40,56,45,65,42,62,44,63,57,64,54,65,56,53,56,65,48,66,70,63,51,36,56,62,42,52,40,50,46
177,23,187,79,93000,2,3,2,58700000.0,23.0,74.0,45.0,57.0,66.0,83.0,81.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,36,40,80,76,28,63,30,27,67,73,68,79,60,79,55,66,75,75,83,44,87,82,34,49,44,75,82,84,86
15331,17,183,78,1000,1,3,2,926000.0,12.1145648312611,63.0,46.0,57.0,58.0,58.0,50.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,50,43,54,63,37,59,50,47,62,58,62,64,50,60,56,59,62,45,47,40,62,55,42,56,56,53,59,60,59
13105,18,170,67,5000,1,3,3,2000000.0,12.1145648312611,59.0,50.0,65.0,65.0,45.0,42.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,57,49,50,69,59,64,58,54,70,62,66,53,76,51,75,48,58,50,31,51,54,46,55,67,53,64,41,45,47
1140,33,175,65,85000,2,3,4,7600000.0,12.1145648312611,70.0,66.0,74.0,75.0,73.0,71.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,77,64,60,76,69,74,85,75,64,77,73,68,72,76,76,74,55,71,66,63,85,77,67,70,60,72,72,76,74
3124,30,187,77,33000,1,3,3,6000000.0,12.1145648312611,67.0,61.0,68.0,73.0,71.0,73.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,75,52,64,69,59,74,67,57,65,74,64,69,66,74,65,75,68,75,68,65,85,71,73,62,54,66,72,73,71
1746,24,186,76,33000,1,3,3,15800000.0,12.1145648312611,70.0,49.0,62.0,67.0,76.0,72.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,68,30,67,71,53,65,47,32,58,71,67,73,63,71,66,72,78,74,69,68,74,72,58,55,43,67,75,79,82
2509,28,183,78,29000,1,2,3,9700000.0,3.0,70.0,45.0,63.0,69.0,72.0,73.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,73,43,56,67,24,68,66,53,51,70,70,70,67,74,66,57,66,83,73,38,64,73,57,57,52,65,74,76,68
3299,21,170,76,46000,1,4,3,11600000.0,20.0,94.0,61.0,63.0,73.0,27.0,57.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,68,62,44,68,50,73,61,54,50,69,94,94,84,68,80,71,53,77,55,54,39,21,65,63,55,66,23,27,31
1510,29,189,83,46000,2,3,3,12400000.0,12.1145648312611,69.0,65.0,61.0,69.0,76.0,85.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,53,65,79,68,50,68,39,47,64,73,64,73,62,79,57,74,77,88,84,63,84,77,72,63,52,72,74,77,75
1202,28,183,78,80000,2,4,3,17100000.0,9.0,71.0,77.0,66.0,73.0,36.0,73.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,64,77,79,70,72,72,72,73,60,75,69,72,71,76,66,82,80,69,74,71,75,31,78,61,85,75,33,34,15
15,28,168,72,235000,3,3,2,130400000.0,13.0,78.0,65.0,77.0,81.0,87.0,83.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,68,65,54,86,56,79,49,49,81,80,79,77,82,93,92,71,77,97,73,63,90,92,72,79,54,85,90,91,85
1521,29,175,67,58000,2,3,3,14300000.0,12.1145648312611,64.0,69.0,75.0,73.0,61.0,62.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,74,64,48,78,68,73,59,62,76,74,63,65,69,77,75,74,61,72,54,75,71,65,74,77,72,67,56,71,52
15911,20,175,65,6000,1,3,2,707000.0,12.1145648312611,77.0,53.0,52.0,67.0,27.0,51.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,62,48,40,51,43,70,63,70,48,59,78,76,85,43,74,63,49,52,55,55,41,29,41,41,64,49,19,28,27
13978,18,182,68,4000,1,3,3,1600000.0,12.1145648312611,61.0,56.0,60.0,66.0,48.0,53.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,54,56,50,64,53,65,54,47,61,65,64,58,73,58,68,60,57,48,51,55,65,44,55,64,50,62,47,52,47
4955,23,175,60,35000,1,3,3,5100000.0,12.1145648312611,78.0,66.0,60.0,76.0,23.0,50.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,63,68,62,64,65,76,43,38,58,73,79,77,88,66,77,68,51,64,50,62,33,20,69,62,59,57,20,17,14
473,27,180,66,81000,1,3,4,34600000.0,22.0,87.0,78.0,67.0,77.0,39.0,75.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,61,83,78,72,72,78,63,45,62,77,84,89,75,78,73,77,73,75,75,69,73,40,83,72,78,79,29,39,25
1305,23,189,75,52000,1,3,2,21000000.0,12.1145648312611,60.0,34.0,59.0,64.0,77.0,73.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,52,30,75,72,27,62,33,30,61,67,58,61,58,70,67,48,77,65,76,27,72,77,40,57,38,79,77,78,76
6622,18,169,61,12000,1,4,4,4700000.0,12.1145648312611,73.0,62.0,66.0,71.0,39.0,42.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,61,61,51,67,57,68,65,68,65,68,77,70,88,64,90,60,54,57,32,64,47,37,62,68,66,69,36,41,35
14774,21,173,65,6000,1,3,3,1100000.0,12.1145648312611,72.0,55.0,56.0,64.0,45.0,50.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,42,57,51,61,47,63,48,46,58,62,76,69,75,56,77,54,64,68,47,52,31,42,55,62,62,57,44,46,42
1184,29,177,81,38000,2,4,3,4740717.432273263,12.1145648312611,59.0,66.0,76.0,75.0,71.0,68.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,64,60,61,80,69,75,72,69,83,77,63,55,67,76,76,77,52,72,65,71,74,74,71,76,53,77,69,75,73
2512,28,186,82,47000,1,3,3,9200000.0,12.1145648312611,70.0,62.0,67.0,73.0,73.0,74.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,75,56,60,69,58,74,68,52,59,76,66,74,65,73,53,76,63,75,75,64,71,74,74,67,53,68,73,75,74
902,35,185,81,42000,2,2,3,5600000.0,12.1145648312611,69.0,65.0,75.0,74.0,76.0,76.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,85,57,74,78,50,73,76,71,69,80,68,69,66,74,71,82,73,77,70,72,89,71,62,64,57,72,74,82,79
463,25,174,63,52000,1,2,4,36500000.0,23.0,89.0,74.0,76.0,82.0,48.0,63.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,72,73,43,80,75,83,74,70,70,81,89,89,87,79,64,78,46,84,53,73,65,50,74,78,69,76,43,53,49
1867,25,180,78,44000,2,4,4,15800000.0,12.1145648312611,79.0,73.0,69.0,79.0,42.0,70.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,71,70,62,72,70,81,64,46,62,78,78,79,76,72,75,84,87,75,66,76,68,42,71,74,58,75,42,37,40
1192,29,174,73,38000,1,3,3,16200000.0,12.1145648312611,60.0,60.0,79.0,74.0,74.0,76.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,78,53,60,80,56,71,81,75,79,77,63,58,74,77,80,76,72,83,71,60,82,76,66,78,58,78,77,76,73
296,32,193,92,140000,3,3,3,33300000.0,9.0,46.0,81.0,71.0,72.0,42.0,79.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,64,83,91,79,83,70,70,65,58,83,44,48,55,84,53,85,84,60,89,71,76,42,84,77,83,79,37,37,20
3534,25,183,72,27000,1,3,3,7100000.0,12.1145648312611,71.0,60.0,66.0,72.0,70.0,68.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,70,59,66,70,43,72,55,33,65,72,74,69,73,74,70,66,77,70,67,60,68,68,65,68,50,70,70,71,72
216,32,189,86,105000,4,3,3,31400000.0,12.1145648312611,61.0,65.0,74.0,70.0,82.0,77.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,68,55,81,77,63,66,70,76,82,79,58,63,66,77,56,81,78,65,79,73,86,84,54,71,75,77,79,83,81
146,28,180,80,180000,3,4,4,57400000.0,21.0,66.0,74.0,84.0,84.0,72.0,71.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,78,71,50,88,75,84,85,74,85,88,67,66,77,85,77,77,61,71,73,74,70,77,78,86,76,87,75,74,67
4090,20,190,89,20000,1,3,2,4740717.432273263,12.1145648312611,61.0,32.0,42.0,52.0,70.0,74.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,39,26,74,49,31,47,35,31,44,56,54,66,63,62,51,49,67,55,84,25,75,62,28,35,42,59,69,74,71
